user1,user2,timestamp
4515,4126,338853824722
4126,4152,338853866389
4152,1763,338853895833
1763,4376,338854705833
4376,2314,338855921389
2314,1200,338856611944
1200,4194,338860085833
4194,61,338863484167
61,4550,338867594444
4550,4673,338868956944
4673,1893,338869245833
1893,4478,338869286944
4478,2533,338900153056
2533,1043,338985844722
1043,3090,339017859444
3090,709,339022981389
709,1955,339027665278
1955,2649,339052372222
2649,1539,339053271389
1539,3277,339056209722
3277,3813,339064691944
3813,3160,339124179722
3160,4185,339218748611
4185,2023,339252932222
2023,3714,339293021667
3714,650,339294301389
650,1183,339357108889
1183,574,339357830278
574,2387,339360824444
2387,443,3394646925
443,2948,3394997825
2948,2577,339524491667
2577,957,3396553475
957,2966,339764291944
2966,3423,339790639722
3423,3351,339794058889
3351,1597,3398329825
1597,2513,339845265833
2513,3624,339955464444
3624,3566,340017805833
3566,117,340047951389
117,4113,340048679444
4113,4114,3401038525
4114,382,340141201389
382,2524,340189586389
2524,1158,340189710556
1158,3664,340189728611
3664,2064,340189752778
2064,3419,340190137222
3419,1113,340190588611
1113,340,340194240556
340,4611,340196241389
4611,3053,340196353611
3053,1364,340198106389
1364,3793,340301895556
3793,784,340306150833
784,1500,340308839444
1500,965,340351021944
965,49,340351174444
49,4045,340352156111
4045,1764,340485628056
1764,101,340584191111
101,3230,340624151944
3230,3670,340662310556
3670,2853,340683454722
2853,3687,340727717778
3687,3427,340749836389
3427,2337,340806001111
2337,3869,3408258375
3869,227,3408451625
227,2497,340887697222
2497,1350,340991473333
1350,711,341026308056
711,3996,341163117778
3996,1617,341181817222
1617,3478,341407170833
3478,2915,341519910833
2915,4163,341529969722
4163,3220,341587072778
3220,643,341587921389
643,2810,341742629722
2810,880,341749946111
880,827,341842919722
827,1626,341898710556
1626,3215,341987118611
3215,537,342050974167
537,2247,342158029444
2247,3088,342201766389
3088,3117,342215288611
3117,2549,342224289722
2549,3039,342224316667
3039,2017,342225194444
2017,3638,342334516111
3638,600,342357636111
600,3206,342366465
3206,1610,342406474722
1610,971,342448029444
971,576,342480485833
712,2712,342294335278
2712,1758,342294469444
1758,4511,342299420556
4511,1276,342300526667
1276,1393,342327886944
1393,893,342327998056
893,2498,342328019444
2498,559,342328078056
559,2283,342328176111
2283,2991,342368312778
548,366,338621115556
366,1875,338624994444
1875,4684,3386282775
4684,1095,338651384444
1095,3287,339773895556
3287,3887,339774323333
3887,2084,340629199722
2084,3836,340941258333
3836,2083,340960436389
2083,1441,341294188889
1441,584,342236845
4383,3436,340303675556
3436,701,340303829444
701,2949,34030716
2949,27,340313248611
27,867,340328548889
867,2520,340357992778
2520,2412,340372591944
2412,327,340377712778
327,1450,3403942625
1450,3683,340428107778
789,1539,340063770833
1539,3949,340063878611
3949,3662,340063900556
3662,4489,340066832778
4489,1151,340067634167
1151,335,340082950833
335,3331,340088674444
3331,2693,340115068333
335,1435,3404980075
1435,1158,340545873333
1158,2458,341532658611
2458,856,341532750833
856,814,341533522778
814,2179,341533645833
2179,3266,341534876389
3266,3453,341543516944
3453,3876,341543565833
3876,804,341543638889
804,3735,341545045556
3735,2633,341546111111
2633,1615,341547176944
1615,1927,341547176944
1927,4417,341548061389
4417,2022,341548829722
2022,1402,341550606944
1402,2932,341566719722
2932,3793,341646641667
2497,1158,339346673611
1158,4452,339348873056
4452,2229,339351446111
2229,938,3393514875
938,4418,339351494167
4418,410,339355100833
410,4567,339355274167
4567,3291,339366741944
3291,3912,339395579167
3912,948,339848079167
948,2339,339848103889
2339,3090,339848469167
3090,1279,339854753056
1279,1537,339870026944
1537,1338,339874306389
1338,3128,339999656667
3128,3897,340087995278
3897,3219,340740825833
4113,541,338609515833
541,2989,338610317222
2989,123,33861975
123,1047,3386208875
1047,2811,338621095556
2811,446,338623140556
2878,1810,339772356944
1810,1883,339774413611
1883,25,339781656389
25,763,3398009525
1155,155,339022518889
155,135,339024572778
135,1117,339027851667
1117,3903,3390300675
3903,4442,339030325556
4442,4383,339031201667
4383,27,339031335278
27,286,339041873611
286,725,339042146667
725,581,339109515
3023,2181,3392602625
2181,221,339461574167
221,4143,339490088611
4143,1741,3395827425
1741,1183,339582980278
1183,2137,339583026944
2137,4545,339583063889
4545,2524,339583122778
2524,3759,339583265556
3759,1314,339583278611
1314,541,339583357778
541,288,339583391667
288,2761,339583456944
2761,4126,339583616667
4126,3664,339583729722
3664,340,339584738333
340,4113,339585427778
4113,2414,339585618333
2414,1158,339588044444
1158,2740,339588123611
2740,3077,339589225556
3077,4439,339589332222
4439,1493,339589393889
1493,27,339590318056
27,2935,3395961175
2935,199,339597578611
199,4638,33960633
4638,3211,3396063625
3211,3949,339614023333
3949,619,339619593056
619,145,339630614167
145,4317,339646196944
4317,3566,342093944722
3566,705,342313488611
600,1435,341797308889
1435,2458,3417973425
2458,1158,341797372222
1158,4237,341800638056
4237,2929,341802732222
2929,2605,341802732222
2605,83,341804739722
83,3629,341805836667
3629,335,341808356111
335,1615,341811254722
1615,1007,341824192222
1007,1242,341832791389
1242,3876,341832839722
27,1074,340060200833
1074,3531,34056728
3531,2853,340998551667
2853,2201,341007341111
2201,4647,341009605278
4647,1498,341015165
1498,420,341023749167
420,3676,341024866944
3676,149,341187295
149,299,341264478333
299,4638,3414769475
4638,2955,341497108333
2955,4641,341594890833
4641,3664,341640417222
3664,2337,341652416667
2337,4471,3416654
4471,3491,341669558611
3491,2129,341674452778
2129,1918,341683013056
1918,1606,341683016667
1606,3998,341683039167
3998,2298,341683216111
2298,4302,341683821389
4302,1099,341684020833
1099,4678,3421085525
600,2989,339098780278
2989,89,339117651389
89,27,339118151667
27,1505,339131690556
3928,4321,3388681775
4321,795,338887853333
795,4493,340129975278
4493,1394,341505850278
1539,3662,341024929444
3662,3949,341028303056
3949,3331,341036345833
3331,1537,341043347778
1537,1203,341045835278
1203,643,341046057778
643,755,341046811389
755,3838,341049123611
3838,335,341125481111
335,2695,341126764722
2695,2009,341139296389
2009,829,341142218056
2064,1158,339762654722
1158,340,339762756667
340,1183,339762775833
1183,600,33976351
600,2399,339763512778
2399,1413,339763900556
1413,2406,339764530556
2406,1690,339764611944
1690,4574,3397647575
4574,2434,339770863889
2434,367,339779167222
367,4662,342329337222
1435,335,338878767222
335,4662,338880899722
4662,27,338887643333
27,4295,3388877275
4295,3007,338889514167
3007,1998,338890991389
1998,3648,338891315556
3648,3676,338900888889
3676,1620,338902301667
1620,2679,33890758
2679,2458,338913725833
2458,311,3389200275
311,835,338921367778
835,1894,338985844722
1894,1114,339018709722
1114,439,339213235
4533,3372,341073490278
3372,929,34107449
929,1507,341076225
1507,2022,341077543889
4662,4274,339655276944
4274,856,339664364167
856,252,339734192778
252,1694,339734463611
1694,1633,339736477778
1633,3415,339793839722
3415,27,3400099125
4266,135,340636613056
135,4551,340641851667
4551,2131,340642063889
2131,3175,3406420675
3175,327,340643550833
327,1027,340644686667
1027,701,340645186389
701,561,340648115
561,1551,340662613889
1551,286,340664664722
286,4034,340795010556
4034,3165,341515358889
1435,584,339589558056
584,4574,339589602778
4574,537,339589614167
537,1158,339589735278
1158,4534,339589806389
4534,1525,339590098611
1525,2510,3395964825
2510,3958,339597308611
3958,4147,339597810278
3027,3380,338677539167
3380,3791,339231857222
3791,1864,339293982222
1864,1118,339329833333
1118,2427,339330093056
2427,1849,339330252222
1849,27,339684083889
27,50,342455443056
404,4246,3388490125
4246,27,340400492222
27,4479,340733001111
4479,2887,340733474722
2887,443,341290435
2298,3998,339759058333
3998,4302,339759086944
4302,1606,339759099722
1606,1099,339759113611
1099,1918,339759114722
1088,1536,340786020556
1536,2582,340786023889
2582,1070,340786062222
1070,1868,340786234444
1868,3849,340786345556
3849,1512,340787957222
27,3230,338629081111
3230,4311,338786159722
4311,2072,338790112778
2072,4257,338870005833
4257,869,339133185833
869,900,339879148889
900,1864,340192336111
1864,2427,340288148056
2427,2064,340602799167
2064,584,340727288056
584,2742,341411949722
2742,2654,341534089444
2654,3892,342240165556
3892,1681,342270389722
1681,2620,342272985278
2620,2580,342277448611
560,2104,340571009444
2104,4383,340573087222
4383,2944,340617543611
2944,27,340638207222
27,701,340722764722
701,2770,340989493333
398,2701,340175978056
2701,4016,340182458889
4016,1551,340184615833
1551,4066,340184745
4066,1808,340185213056
1808,1009,340185502222
1009,2607,340187345556
2607,4592,340188714722
4592,27,340189490833
27,3989,340191118056
3989,3007,340193274444
3007,115,340194479722
115,4383,340203409722
4383,303,340205408611
303,4303,340207700833
4303,4326,340207827778
4326,172,340220591389
172,1608,340230634167
1608,2555,340231774722
2555,3325,340234405278
3325,4214,340300856944
60,1084,338725474722
1084,3453,338735131944
3453,3876,338735542222
3876,1242,338737944722
1242,1553,338815600556
1158,4545,338705125833
4545,2107,338706851667
2107,4352,338707086944
4352,1413,338710191944
1413,2989,338718206389
2147,1266,338338430278
1266,2642,338516826944
2642,27,339277826944
27,4609,340489366389
4609,240,340904547778
240,2210,340904757222
2210,4620,340904933333
4620,3897,340955191111
3897,210,341127920833
4041,804,342152827778
804,2186,342152836944
2186,1242,342153033056
1242,335,342153115556
335,600,342153449167
600,1158,342153488611
1158,4184,342153541667
4184,1349,342155554167
1349,100,342155625556
100,4662,342155807778
4662,584,342155989444
584,1395,342156327222
1395,613,342156463611
613,498,342156803333
498,4237,342157096389
4237,3723,342157407222
3723,2487,342158071389
2487,46,342158138333
46,2296,342159286111
2296,2894,342159808611
2894,216,342159837222
216,3524,342160766111
3524,4504,3421607825
4504,3266,342160841389
3266,4671,342161449722
4671,537,342161825556
537,4137,342162291944
4137,3616,342162352778
3616,1872,34216292
1872,256,342162994167
256,3673,342165751389
3673,4103,342165856389
4103,2598,342165886667
2598,1189,342166086667
1189,1299,342166215833
1299,3756,342166497222
3756,2911,342166861667
2911,1093,342166910278
1093,622,342167358611
622,3596,342167423611
3596,458,342167831111
458,288,34216871
288,3815,342168739722
3815,1659,342168985278
1659,1904,342170012778
1904,1574,342170433611
1574,64,342170935556
64,953,342171248333
953,890,342175140556
890,777,342175966111
777,1920,342177503611
1920,2497,342177553333
2497,3532,342178795
3532,1195,342179914444
1195,2172,342182795
2172,4645,342183532222
4645,4411,342184187778
4411,2064,342184906111
2064,3053,342189739722
3053,820,342194335833
820,4219,342197838611
4219,1328,342198011944
1328,3455,342202541389
3455,4200,342204629722
4200,1541,342206499722
1541,3526,342209115
3526,4000,342213186667
4000,2485,342226104167
2485,3019,342229914444
3019,897,342244493333
897,881,342289119444
881,3946,342367016944
3946,1061,342369766667
1061,2901,342563371667
766,3931,339999514444
3931,2009,340010526111
2009,1073,340021297222
1073,3288,340021854722
3288,149,340036926944
3474,1242,342479656389
1242,3876,342479798333
3876,3453,342480643889
3453,3532,342480791111
2970,1806,340022810278
1806,1466,340030018056
1466,1364,340030519444
1364,3454,340036938889
3454,145,340465479444
145,340,340465546389
2384,4183,340329118333
4183,3299,340836291667
3299,1870,340855314722
1870,797,340855388056
797,4334,340855536111
4334,443,341495968611
4612,950,341985038611
950,537,341985477778
537,856,341988195278
856,1117,341990356944
1117,3521,341990998889
3521,1435,341993785
1435,4534,341995316944
4534,1281,341996704722
1281,1158,341997110278
1158,335,341997647222
335,918,341997661389
918,4574,341999288333
4574,1113,341999823889
1113,1537,341999910833
1537,1341,342000252222
1341,4621,342000408333
4621,1349,342001390556
1349,2713,342021725556
27,747,339332150833
747,3306,339712226944
3306,58,339797633056
58,4535,340407965
4535,3141,342380686111
4041,804,342402361667
804,4432,342414183056
4432,393,342480455278
393,1095,342511346111
1095,1032,342511816944
1032,729,342511891389
729,366,342512029722
2987,2390,338698709167
2390,2004,338698871944
2004,1539,338698953056
1539,3662,338699013611
3662,3992,33870111
3992,1582,338702175833
1582,4545,338702515278
4545,3331,33874728
1158,288,342398041944
288,1659,342398281111
1659,3855,342414726667
3855,3903,34241494
3903,414,342418835833
46,216,341970064444
216,1537,341970355556
1537,1341,341970455278
1341,2296,341970873056
2296,4504,341974351944
4504,2145,341978166389
2145,3253,3419987725
1612,27,338963829167
27,4298,338964581111
4298,3557,338964972222
3557,3454,338966569444
3454,1494,338975384167
1494,3378,33898022
211,27,338690325278
27,1564,338870051111
1564,2336,338980672778
2336,4479,339342924722
4479,3139,340167786667
3139,2877,340864919444
2877,725,341438350556
725,2405,341503005556
2405,601,341699845
601,4303,342199718611
1196,261,342272905278
261,1536,342272945278
1536,1092,342272993611
1092,3102,342272997222
3102,776,342273015278
776,2746,342273041111
2746,2582,342273046111
2582,1265,342273070556
1265,1179,342273090833
1179,1070,342273093056
1070,3849,342273126389
3849,2980,342273179167
2980,2981,342273206389
2981,741,342273209722
741,1868,342273258333
1868,1519,342273335556
1519,1465,342273433889
1465,3776,342273458056
3776,4067,342273498056
4067,453,342273890556
453,1161,342274404722
1161,2889,342274781389
2889,2538,342275166389
2538,2763,342277127778
2763,1088,342283670278
2989,2043,340508475278
2043,1546,340508738333
1546,1592,340509021389
1592,1565,340511229444
537,1844,342520631389
1844,498,342521902222
498,1063,342521919444
1063,2189,342523520278
2189,3720,342527719167
3720,2810,342536696944
2810,2200,342541556111
2600,2301,339399087222
2301,2627,3394008075
2627,3849,339404521944
3849,1468,339411493889
1468,3948,339422365278
1912,48,338992050278
48,3243,338998666389
3243,2998,339237656667
2998,1158,339249960278
3714,600,341607901944
600,340,341608540833
340,650,341608956389
650,2533,341610428333
2533,4201,341613483333
4201,1899,341614853333
1899,4044,341622219444
4044,1500,341623145556
1500,1219,341624278611
1219,430,341624388611
430,2104,341625071389
2104,541,341630386389
887,2996,338480004167
2996,4113,338532130556
4113,1537,338714668889
1537,335,338714867222
335,3524,338715054444
3524,4386,338715258611
4386,1341,338715384444
1341,4594,3387157925
4594,679,338715808333
679,4041,33871721
4041,1802,338717609444
1802,1315,338718075833
1315,2524,339227045556
2524,422,339227073333
422,1158,339227073333
1158,1183,339227077778
1183,2137,339227288333
2137,2229,339227366667
2229,3664,339234888889
3664,3242,339235165
3242,1113,33924432
1113,4498,339449284444
4498,3281,3398178925
3281,2747,3399693025
2747,4286,3399983975
4286,804,340467480278
804,4612,340468957222
4612,4375,340480388056
4375,4400,340977936944
4400,4683,341150701944
4683,4662,341166121111
4662,1615,341205125278
1615,3736,341212936667
3736,3762,341213646944
3762,2800,341387232222
2800,3256,342083875278
3256,360,342087665833
1093,1742,339912568333
1742,3543,339914737778
3543,4041,339917562222
4041,804,339917827222
804,2510,339928588889
609,335,341128100833
335,3815,341128130833
3815,3266,341128153889
3266,4700,341128154444
4700,2894,341128253056
2894,3593,341128326667
3593,1928,341130625
1928,498,341130625
498,288,341132193333
288,1158,341132420833
1158,930,341132433056
930,4224,34113364
4224,98,341134268611
1862,1868,339459316944
1868,857,339459439722
857,3132,339459525556
3132,1635,339460444167
4499,452,338404178333
452,4164,339050195833
4164,2575,341721895
2575,4200,342230612222
4200,899,339688440556
899,1950,339688453333
1950,687,339705573611
687,482,339719165833
2764,1512,342174631389
1512,3728,342174960278
3728,776,342176700833
776,2633,342177602222
2633,1410,342180960556
1410,113,342184853889
113,3849,342188580278
3849,194,342190786389
1158,4219,342417834444
4219,288,342417852222
288,1702,342418123333
1702,3053,342418204444
3053,1183,342418455
1183,3039,342418479722
3039,1528,342419035556
1528,1283,3424192025
1283,2288,342419708333
2288,4509,342420141111
4509,468,342420193889
468,1285,3424202175
1285,2097,342420303056
2097,1659,342420348333
1659,3962,342420660556
3962,2528,342421413889
2528,1994,342421424722
1994,1276,342422555833
1276,4265,342422567778
4265,3783,342423468889
3783,1021,342424466667
1021,3130,342425552778
3130,2740,342427889444
2740,886,342430141944
886,3228,342430606111
3228,4071,342430850556
4071,2550,342436586389
2550,3714,342440968889
3714,2078,3424436375
3863,4453,338638211944
4453,4556,339773073333
4556,27,339998083056
27,339,340914323889
339,4397,342323870833
27,1968,338387025278
1968,972,3384229425
972,725,338649962222
725,4265,342278560556
4265,3912,342467197222
3912,3806,342467845278
3806,4316,342470618056
4316,942,342470954722
942,3176,342490831667
329,237,338721284722
237,115,339149546667
115,2217,339586914167
2217,1250,339907745
1250,639,340351701389
639,649,340504463333
649,747,340772016667
747,3635,341957991111
170,3337,339056647778
3337,766,339056945
766,2187,339057335833
2187,2523,339057678889
2523,1899,339060988056
1899,4553,3390954475
4553,2990,339118063333
2990,2004,3391353625
3759,145,342200829444
145,2137,342200901111
2137,422,342201044167
422,1355,342201145278
1355,414,342202485
414,3130,342202540833
3130,3895,342252843611
3895,1183,342271206667
1183,1158,342271285833
1158,288,342271686944
3785,1367,341865888889
1367,335,341865911111
335,3197,341865918611
3197,2027,341866104444
2027,1537,341866164167
1537,2159,341866251111
2159,1802,341866585556
1802,3843,341866808056
3843,3169,341866944167
3169,4441,341867058889
4441,4368,341867088889
4368,3482,341872568611
2721,160,3383993375
160,11,338853858889
11,27,338911325
27,747,339155969722
747,4079,339753919722
4079,2681,340849586389
2681,2677,342180936111
2677,2497,342183400833
2497,137,342499228889
2506,333,3384609175
333,1958,338461433333
1958,3396,338468275833
3396,1423,33847029
1423,2278,338471119444
2278,266,338474221389
266,3987,338479663333
2966,534,338874959444
534,2989,338881311944
2989,2229,338887495833
2229,3053,339812322778
3053,4499,3405475925
4499,107,342276480556
107,584,342306982222
584,1798,342310886111
1798,2043,342318249167
2043,358,342348974444
2403,3362,340213176667
3362,4138,340231248889
4138,4152,340232834444
4152,2767,340235176389
2767,565,340240740278
565,1668,340245891389
1668,271,340309729167
2658,1868,3410005625
1868,727,341069852778
727,1512,341242023611
1512,776,341248706389
776,511,3422289575
511,3656,342229923333
3656,4350,342246995
3593,140,339110423333
140,3524,340072466667
3524,2510,340077683889
2510,1283,341686638056
27,3876,339291103889
3876,1537,340226793889
1537,4434,340500334167
4434,1722,340518990556
1722,3244,340965440278
3244,1764,341172825556
1764,2043,341289491111
2043,4370,341581071944
4370,2928,342238316667
2928,4032,342388346944
4032,2760,342396029167
2916,2534,342461829722
2534,4278,342467138889
4278,2075,342467695
2075,4327,342467715833
4327,947,342468837222
947,3194,342471989167
3194,3749,342549098333
1326,4394,340232105
4394,3859,340300660556
3859,3182,340722295833
3182,3158,342131266111
740,1939,340573809722
1939,2989,340574885556
2989,2550,340575644167
2550,2970,34057576
2970,4520,340582437778
4520,1690,340583411667
1690,155,340583778056
155,2532,340584778889
2532,911,3405866475
911,3516,340601035833
3516,550,340689505278
1901,2561,339681213889
2561,3687,339681238056
3687,576,339681681667
576,4335,339850149444
3859,830,340511736389
830,909,340511736389
909,4394,340511883889
4394,814,340511938056
288,1183,340537677222
1183,1158,340537716111
1158,4113,340537970833
4113,321,340538499167
321,340,340539700278
335,1537,3400207875
1537,1615,340020814444
1615,1158,340021825833
1158,4441,340021893056
4441,3785,340022017222
3785,3197,340022316389
3197,4368,340022324167
4368,537,340022383611
537,2159,340022851111
2159,1367,340022861389
1367,1802,340022944167
1802,4430,340023273611
4430,4183,340024841389
4183,2286,340030865
2286,3637,340032403889
3637,46,3400337975
46,4504,340033902222
4504,4184,340034720556
4184,82,340042959167
2345,3454,338308994167
3454,27,33837333
27,4034,338514402778
4034,1881,338589591667
1881,1959,338601751111
1959,2701,33860292
2701,302,338609363889
302,3683,338612289167
3683,2099,338646988889
2099,215,338712614444
215,1183,338776461111
1183,3465,338869428611
3465,4522,338956685556
4522,4298,338991121944
4298,4434,338994246389
4434,2900,339029890833
2900,549,339040635278
549,3129,339191131389
3129,458,339310336111
458,899,339311279167
899,142,339314433056
142,740,339315541389
740,3526,339319919444
3526,4115,339332588333
4115,2043,339339655
2043,70,3393515225
70,1597,339452410556
1597,107,339478145
107,4114,339583604444
4114,3887,339630985833
3887,1330,339727219167
1330,898,339928453889
898,3994,341365752222
3994,1158,341629117222
1158,1113,341630190833
1113,746,341642796389
746,2731,341658341111
2731,4638,341798049167
4638,422,3418014575
422,2497,341817398611
2497,256,3418375475
256,2944,341841998611
2944,4301,341911437778
4301,3117,342574980833
2658,741,339507575833
741,4433,339507733889
4433,2746,339508110833
2746,2981,339508299167
2981,1179,33950834
1179,4067,339508430833
4067,3776,339508727778
3776,1519,339514644444
1519,1766,339524973333
1766,2400,341619480278
2400,3820,341620006667
335,918,340188463611
918,1435,340189014167
1435,4534,340190882778
4534,3521,340192073056
3521,414,340192489722
1402,1199,339514268333
1199,4616,339705476667
4616,4077,341324201944
4077,1433,341324229167
1433,10,341335091944
10,2075,341981503611
2075,3166,3423686675
4038,1188,339893742778
1188,3935,339895685278
3935,3638,339897077778
3638,1147,339897181389
1147,3677,339897627222
3677,1303,339897864167
1303,3714,339898131944
3714,1359,339898620556
1359,1936,339898860278
1936,3112,339901653333
3112,899,339902955
899,3561,339904716667
3561,27,339907023056
27,584,339909171944
584,1932,339913135556
1932,978,339918708611
3117,822,340556791111
822,600,340558333333
600,2311,34056033
2311,2761,340563849167
2761,468,340564845556
468,268,340565848333
268,2533,340566349167
2533,1588,340567853611
1588,2418,340568866389
2418,2651,340569367778
2651,3324,340571413611
2137,1758,342278153889
1758,288,3422783375
288,422,342278375833
422,1183,342278419167
1183,1158,342278806944
1158,3962,342278968889
3962,2240,342278976944
2240,1113,342279005
1113,1607,342279005556
1607,3059,342279572778
3059,1702,342283124444
1702,1764,342283737222
1764,4662,342285126389
4662,3946,342286789167
3946,4265,342288768889
4265,3478,342292749722
3478,3425,342292824444
3425,4255,342293081667
4255,451,342293348333
